customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
1063,Anthony Kelly,linda07@example.net,Iran,2021-11-28,Standard,14908.42
1064,Stacy Taylor,meltonjoshua@example.net,Sao Tome and Principe,2017-09-19,Basic,39437.52
1065,Isabella Montgomery,qrobertson@example.org,Afghanistan,2018-08-17,Premium,58313.7
1066,Dr. Robin Smith,morgan57@example.org,New Caledonia,2016-04-05,Standard,43307.36
1067,Dr. Robert Bailey,shatfield@example.org,Saint Martin,2018-11-27,Standard,31909.66
1068,Lawrence Joseph,andersonlaura@example.com,Syrian Arab Republic,2022-05-08,Standard,26003.24
1069,Kimberly Baxter,peggyfriedman@example.com,Panama,2018-12-03,Premium,23035.21
1070,Dana Jackson,garciavictoria@example.org,Central African Republic,2019-12-17,Standard,74264.4
1071,Erin Reyes,jeffrey47@example.net,British Virgin Islands,2025-05-13,Standard,33174.64
1072,Tammy Schultz,sdavis@example.com,Tunisia,2019-03-12,Basic,15176.47
1073,Kenneth Bradshaw,schneidernicholas@example.net,Samoa,2015-12-18,Standard,54704.38
1074,Jane May,ostokes@example.com,Brazil,2025-08-22,Premium,4326.72
1075,Brian Peterson,juliewilson@example.com,Brunei Darussalam,2024-05-02,Standard,11288.86
1076,Tiffany Ray,collinsbrittany@example.org,Tanzania,2022-10-12,Basic,1276.56
1077,Jeff Wise,aprilguzman@example.org,Botswana,2020-04-13,Basic,23057.57
1078,Joshua Murray,lisaphillips@example.org,Luxembourg,2021-01-12,Premium,15873.46
1079,Brittany Campbell,georgekyle@example.net,British Virgin Islands,2023-06-01,Standard,41095.21
1080,Ryan Berry,troypadilla@example.com,Bahamas,2023-03-09,Standard,36356.22
1081,Mrs. Samantha Clark,isabellawilliams@example.org,Togo,2022-06-30,Basic,52206.57
1082,Mr. William Hopkins,vickiekelley@example.com,Jamaica,2022-06-10,Premium,43829.62
1083,Wanda Todd,ujones@example.com,Finland,2015-09-04,Standard,19345.36
1084,Chloe Chase,udavis@example.net,Tonga,2021-12-06,Standard,59241.84
1085,Sarah Mckinney,kpena@example.org,Kenya,2025-08-07,Standard,35005.82
1086,Doris Thomas,lindagonzalez@example.net,Algeria,2018-01-16,Premium,29301.22
1087,Scott Garcia,nicholasmcgrath@example.net,Tajikistan,2019-01-15,Standard,68486.94
1088,Anthony Kelly,dwhite@example.org,Malaysia,2024-09-22,Basic,1676.1
1089,Leslie Booker,hsanchez@example.org,Indonesia,2025-12-27,Basic,29142.61
1090,Michael Blevins DDS,yparsons@example.net,Palestinian Territory,2016-02-12,Standard,73251.74
1091,John Meyers,phill@example.com,Heard Island and McDonald Islands,2021-09-11,Basic,36478.5
1092,Bruce Martinez,andrewberry@example.net,Lesotho,2020-08-12,Standard,14184.7
1093,Patrick Bauer,patrickcooke@example.net,Jordan,2022-12-28,Basic,42161.39
1094,Calvin Nguyen,richardhaynes@example.com,Moldova,2020-12-08,Premium,18742.56
1095,Rachel Moreno,stonebrenda@example.net,Svalbard & Jan Mayen Islands,2023-05-08,Standard,36872.48
1096,Becky Mullins,whitecarol@example.org,Albania,2018-12-12,Standard,26171.8
1097,Rebecca Martinez,baileydelgado@example.org,Monaco,2025-12-20,Standard,22848.88
1098,Paul Miller,huntermichael@example.net,Chile,2015-09-11,Basic,20871.9
1099,Tony Smith,brandon84@example.net,Martinique,2024-12-26,Standard,65931.13
1100,Kenneth Neal,catherine83@example.net,Bolivia,2025-08-03,Basic,74279.53
1101,Amanda Johnson,kevinwall@example.org,Netherlands,2016-09-13,Standard,21194.49
1102,Leslie Ramirez,qjones@example.com,Hong Kong,2016-07-16,Standard,29615.28
1103,Carla Bryant,erica28@example.org,Barbados,2025-10-09,Premium,28819.98
1104,Debra Schultz,jenniferelliott@example.net,Swaziland,2022-09-12,Standard,65484.43
1105,Carly Underwood,victoria66@example.org,Netherlands,2016-09-17,Standard,18216.97
1106,Devin Schmidt,ojones@example.org,Guyana,2021-10-15,Standard,23600.61
1107,Paula Thomas,joshuagarcia@example.org,Honduras,2017-04-26,Standard,40781.97
1108,Rachel Martinez,brianna71@example.net,Guernsey,2022-09-02,Standard,43682.04
1109,Sharon Arnold,mosleygeorge@example.com,Cocos (Keeling) Islands,2018-06-19,Basic,64728.43
1110,Patrick Faulkner,iwoods@example.com,Algeria,2025-03-14,Standard,67423.58
1111,Michelle Sandoval,nicholasmoss@example.org,Uruguay,2025-12-10,Premium,74677.51
1112,Vanessa Zimmerman,erikabarnes@example.com,Cocos (Keeling) Islands,2021-05-02,Basic,49303.32
1113,Hector Harrison,joshua68@example.net,Turkmenistan,2021-04-01,Basic,23982.84
1114,Crystal Reid,mezarichard@example.com,Tanzania,2017-01-24,Standard,54028.18
1115,Bobby Blair,martinbrian@example.net,France,2023-02-26,Standard,66002.95
1116,Katherine Baxter,urhodes@example.org,Lesotho,2025-11-28,Premium,24071.89
1117,Mr. Michael Patel Jr.,jensenrhonda@example.net,Albania,2019-12-20,Standard,30991.07
1118,Michele Brady,virginiaguerrero@example.net,Poland,2022-02-21,Basic,61671.96
1119,Lisa Oconnell,gregoryrichardson@example.org,Malaysia,2023-09-27,Basic,20716.26
1120,Anthony Simpson,nathanielwilson@example.net,Egypt,2015-04-18,Standard,10083.05
1121,Sarah Hodge,kevin44@example.org,Afghanistan,2017-12-29,Basic,45995.62
1122,Laura Robinson,sarah80@example.com,Uganda,2021-09-08,Standard,46024.06
1123,Katherine Kelly,wmurphy@example.org,Albania,2019-01-11,Standard,51631.5
1124,Nathan Morales,garciatravis@example.org,Marshall Islands,2016-07-03,Premium,58542.01
1125,Brittany Martinez,xsmith@example.net,El Salvador,2022-12-26,Standard,45452.2
1126,James Evans,imcclain@example.com,Botswana,2019-05-07,Standard,14002.24
1127,Mary Gonzales MD,tsmith@example.org,Bouvet Island (Bouvetoya),2017-03-02,Standard,10529.08
1128,Andrew Foster,rachel23@example.com,Papua New Guinea,2025-11-12,Standard,30792.04
1129,Mrs. Katherine Simpson,markduran@example.com,Macao,2019-08-19,Premium,20421.94
1130,Natalie Petersen,danielrodriguez@example.org,Brunei Darussalam,2017-04-10,Standard,50432.6
1131,Jonathan Saunders,brettgallegos@example.com,Nepal,2025-05-25,Basic,5193.69
1132,Jessica Roberts,bmiller@example.org,Niger,2021-12-02,Basic,33086.57
1133,Jorge Wright,linvirginia@example.org,Papua New Guinea,2020-02-18,Standard,24535.95
1134,Christina Mccarthy,hayneswayne@example.org,Comoros,2023-09-15,Basic,32209.79
1135,Leslie Walters MD,richardhill@example.org,Vanuatu,2019-04-08,Premium,55216.05
1136,Alan Gonzalez,jamesalicia@example.net,North Macedonia,2025-07-13,Basic,29712.77
1137,Courtney Simmons,hicksdawn@example.com,Bouvet Island (Bouvetoya),2020-11-21,Basic,44636.98
1138,Douglas Bell,dwright@example.org,Armenia,2015-06-07,Standard,52882.41
1139,Matthew Morris,thomas91@example.com,Colombia,2024-04-10,Standard,34007.82
1140,John Cook,davisalexander@example.net,Sierra Leone,2017-10-03,Basic,65864.05
1141,Erin Figueroa,julia98@example.net,Holy See (Vatican City State),2023-03-31,Standard,29821.94
1142,Donald Silva,eatondavid@example.net,Netherlands,2023-08-01,Premium,29207.99
1143,Kevin Barr,jamesgriffin@example.org,Belarus,2018-04-07,Standard,3934.83
1144,Lisa Turner,mmayo@example.net,Saint Helena,2023-09-04,Standard,66358.72
1145,Carl Barnes,patricia85@example.com,Kiribati,2019-09-27,Basic,34735.7
1146,Autumn Graham,gbarnes@example.org,Chad,2022-09-27,Standard,68947.7
1147,Melissa Anderson,sosabruce@example.net,Comoros,2024-04-22,Standard,10882.41
1148,Jennifer Cohen,martinkaren@example.com,Monaco,2020-08-12,Standard,7010.45
1149,Jennifer Nelson,adamarmstrong@example.net,Qatar,2025-07-08,Premium,58460.15
1150,Timothy Hunt,kevin34@example.net,Ethiopia,2019-05-30,Basic,41093.93
1151,Carolyn Williams,kellybowman@example.com,Vanuatu,2017-01-02,Standard,33953.72
1152,Shane Williams,veronicaclark@example.org,Afghanistan,2025-01-17,Standard,67272.16
1153,Mackenzie Compton,christopher84@example.net,Burkina Faso,2017-10-21,Standard,34237.57
1154,Logan Nguyen,garrettalex@example.com,Cyprus,2022-12-24,Standard,48731.09
1155,Diana Scott,medinatiffany@example.net,Botswana,2016-05-21,Basic,53948.51
1156,Melissa Bautista,molly98@example.org,Svalbard & Jan Mayen Islands,2022-02-10,Premium,53040.45
1157,Frederick Harris,omoore@example.net,Saint Kitts and Nevis,2019-04-23,Standard,39405.34
1158,Charles Mendoza,lwhite@example.org,Comoros,2021-11-12,Basic,73145.56
1159,Terri White,andrew22@example.com,Poland,2019-04-08,Basic,28556.23
1160,Andrea Jones,spencerbrewer@example.com,Bolivia,2018-10-04,Premium,13023.65
1161,Breanna Christensen,morrisonnicholas@example.org,Bouvet Island (Bouvetoya),2016-09-06,Standard,49549.89
1162,Pamela Newman,andersonkayla@example.com,Cambodia,2023-08-17,Standard,11059.4
1163,Linda Sparks,rosariodaniel@example.net,Svalbard & Jan Mayen Islands,2018-06-21,Basic,31613.73
1164,Michael Harris,cmalone@example.org,Gambia,2018-03-28,Basic,72082.22
1165,Christopher Brown,courtney10@example.org,Bosnia and Herzegovina,2016-06-22,Standard,9037.16
1166,Ashley Tanner,othomas@example.org,Denmark,2023-08-02,Basic,514.08
1167,Charles Rios,sandracohen@example.net,Turks and Caicos Islands,2024-08-04,Standard,34533.54
1168,Stephanie Vasquez,walkerstephanie@example.com,Guinea-Bissau,2021-10-26,Standard,60607.23
1169,Gene Ward,huangcassandra@example.org,Japan,2021-08-08,Basic,18031.41
1170,Linda Shelton,patriciamcdaniel@example.net,Svalbard & Jan Mayen Islands,2019-12-15,Standard,34166.95
1171,Shawn Nelson,qstanley@example.net,South Georgia and the South Sandwich Islands,2017-09-29,Premium,45107.63
1172,Aaron Fitzpatrick,kimberlythomas@example.org,Iceland,2022-01-18,Basic,21038.94
1173,Robert Bray,wilsonronald@example.net,Fiji,2015-07-20,Standard,61937.62
1174,Frank Anderson,fgomez@example.com,Liberia,2018-11-30,Standard,4366.03
1175,Jennifer Leon,devon36@example.com,Mexico,2022-06-25,Premium,64073.74
1176,Joseph Patel PhD,tmiller@example.com,Malta,2018-09-18,Standard,45345.59
1177,Melissa Goodman,youngaaron@example.org,Guyana,2019-09-04,Basic,3915.09
1178,Tina Mccall,pruittmichael@example.org,French Polynesia,2018-03-10,Basic,12309.81
1179,Russell Arnold,osanchez@example.org,San Marino,2021-09-02,Standard,51940.64
1180,Victor Padilla,squinn@example.com,Holy See (Vatican City State),2025-11-01,Standard,42272.75
1181,Brian Perkins,kmonroe@example.org,Cameroon,2025-06-12,Standard,43527.73
1182,Bob Jones,lhernandez@example.com,Samoa,2018-08-15,Premium,57696.27
1183,Joseph Rush,vjenkins@example.com,Slovenia,2015-10-05,Standard,28575.72
1184,Alexis Rodriguez,ibarraantonio@example.org,Macao,2015-09-23,Basic,63287.39
1185,James Henderson,qspencer@example.net,Macao,2022-10-16,Standard,10307.3
1186,Darren Huynh,teresa86@example.org,Samoa,2019-08-22,Basic,24858.34
1187,Manuel Robinson,lynndaugherty@example.net,Tajikistan,2021-11-11,Standard,52263.25
1188,Michael Woods,kwilcox@example.org,Spain,2025-12-25,Premium,42959.69
1189,Jeff Nelson,millercarrie@example.com,Antarctica (the territory South of 60 deg S),2020-06-04,Standard,74042.4
1190,Christopher Rodriguez,carlaavila@example.com,Comoros,2023-11-03,Basic,45457.16
1191,Margaret Johnson,christopher99@example.org,Mongolia,2021-10-29,Basic,21717.25
1192,Mrs. Amber Davis,alan54@example.com,Macao,2021-06-13,Basic,19659.59
1193,Paul Swanson,jacquelinedavis@example.com,Ukraine,2016-06-15,Basic,26700.54
1194,Ashlee Aguirre,andrewflynn@example.com,Namibia,2023-03-06,Standard,37355.67
1195,Amanda Martin,omiller@example.org,Zambia,2017-01-06,Standard,37064.71
1196,Stacey Aguirre,kaylamartin@example.net,Maldives,2018-04-04,Basic,17645.94
1197,Lisa Mills PhD,vfloyd@example.com,Guyana,2015-04-09,Basic,368.17
1198,Teresa Williams,nallen@example.net,Belarus,2023-04-09,Standard,59805.76
1199,Latasha Gamble,ballarddouglas@example.com,Mexico,2019-08-26,Basic,60017.44
1200,Rebecca Jacobson,udavis@example.org,Vietnam,2021-04-14,Standard,25200.97
1201,Barry Ray,christopher27@example.com,Lebanon,2022-03-08,Basic,16122.26
1202,Pamela Ramos,shelbybonilla@example.com,Armenia,2023-11-11,Standard,21301.6
1203,Dustin Ortiz,scotthunt@example.net,Zambia,2021-03-02,Premium,22696.23
1204,Bradley Gutierrez,rbaker@example.org,Niger,2022-09-10,Standard,708.31
1205,Amy Gibbs,mooredaniel@example.com,Cayman Islands,2021-05-19,Standard,29854.69
1206,Sarah Walker,wcaldwell@example.com,Lao People's Democratic Republic,2016-12-20,Standard,2426.52
1207,Stephanie Marshall,whitedaniel@example.com,Seychelles,2025-05-05,Standard,62578.44
1208,James Brown,wendy73@example.net,Saint Vincent and the Grenadines,2023-12-10,Standard,68733.19
1209,Donald Johnson,stacythomas@example.org,Ghana,2016-09-28,Premium,10397.6
1210,Victoria Schroeder,mayermichael@example.com,Lebanon,2021-01-08,Standard,66931.36
1211,Daniel Johnson,onelson@example.org,Belize,2024-02-17,Basic,34819.64
1212,Donald Miller,hsavage@example.org,Paraguay,2024-05-13,Standard,55758.2
1213,Cathy Brown,wpeterson@example.com,Chad,2022-08-09,Standard,42479.46
1214,Tom Olson,tammykim@example.net,Montserrat,2017-05-03,Standard,40307.44
1215,Adam Logan,christiancontreras@example.net,Cameroon,2025-04-10,Standard,25046.02
1216,William Mcmillan,alexis72@example.com,Tonga,2025-11-15,Basic,26681.27
1217,Ricky Craig,abigail07@example.org,North Macedonia,2018-10-21,Premium,63095.25
1218,Wayne Davis,julielopez@example.net,Mayotte,2024-06-12,Basic,47081.69
1219,Lindsay Robinson,stephaniebonilla@example.net,Zimbabwe,2017-02-06,Standard,45525.26
1220,Robert Smith,wayne17@example.net,Korea,2023-06-06,Standard,64878.38
1221,Guy Clayton,wmills@example.com,Brazil,2022-12-17,Standard,64372.01
1222,Judy Brooks,amyjames@example.net,Portugal,2020-07-28,Premium,31186.75
1223,Madison Park,cowanlinda@example.org,Benin,2024-04-20,Basic,28025.87
1224,Lisa Jenkins,nbrady@example.net,Bolivia,2018-05-23,Basic,16406.46
1225,Kathy Shaffer,melissa33@example.com,Micronesia,2015-06-03,Standard,28222.62
1226,Craig Harrison,belllaura@example.com,Isle of Man,2019-12-23,Basic,68523.2
1227,Maria Mueller,xsmith@example.org,Madagascar,2025-02-23,Standard,59977.14
1228,Shawn Baker,anunez@example.com,Antigua and Barbuda,2025-05-11,Standard,14468.32
1229,Christian Brooks,matthew96@example.org,Moldova,2018-06-25,Standard,65572.46
1230,Cheryl Newman,solisbecky@example.org,Wallis and Futuna,2024-10-10,Basic,10961.3
1231,Vanessa Thompson,zachary63@example.org,Russian Federation,2020-10-15,Premium,73674.94
1232,Kathy Welch,ocameron@example.com,Taiwan,2023-02-15,Standard,10170.61
1233,Tiffany Harris,johnsonalexander@example.net,Cape Verde,2024-09-12,Premium,29222.22
1234,Michael Knapp,armstronganthony@example.net,Bulgaria,2025-06-15,Standard,557.21
1235,Miss Paula Lopez,kennethnichols@example.org,Saint Kitts and Nevis,2024-10-11,Premium,63647.27
1236,Rachel Townsend,hillsavannah@example.net,Angola,2015-07-08,Premium,35148.97
1237,Lauren Garcia,hho@example.org,Cambodia,2023-05-12,Premium,57521.97
1238,Steven Davis,nkirk@example.com,Bolivia,2018-07-02,Standard,43422.6
1239,Alex Jones DVM,clarkrobert@example.com,North Macedonia,2017-04-01,Standard,15935.97
1240,Rhonda White,bergerdonna@example.net,New Caledonia,2018-07-31,Standard,20929.55
1241,Autumn Cooper,timothy99@example.net,Albania,2018-01-21,Basic,50416.52
1242,Patrick House,catherineherrera@example.net,Malaysia,2015-03-04,Premium,20704.36
1243,Cindy Diaz,anthonytaylor@example.org,Saint Lucia,2016-02-24,Basic,42082.03
1244,Beth Hill,stephaniebailey@example.net,Pakistan,2018-07-28,Standard,26436.28
1245,Patrick Simpson,qnielsen@example.org,Congo,2024-01-07,Standard,70760.02
1246,Stacy Campbell,ygarcia@example.net,Georgia,2015-10-19,Standard,18550.67
1247,Daniel Bowen,bandrade@example.net,San Marino,2021-01-23,Standard,66945.17
1248,Fernando Rodriguez,kpatterson@example.com,Holy See (Vatican City State),2020-04-12,Standard,9973.03
1249,Sabrina Cole,rubiojohnny@example.com,French Polynesia,2019-04-21,Basic,4021.59
1250,Sherry Clements,raymond12@example.com,Japan,2017-01-03,Premium,32128.31
1251,Heather Jones,nathan51@example.org,Ghana,2022-01-22,Basic,66872.87
1252,Michelle Lewis,rachel81@example.com,Finland,2021-11-29,Basic,52527.57
1253,Kelsey Garcia,jennifer19@example.net,Italy,2017-03-22,Standard,25091.82
1254,Jessica Li,jameslang@example.com,Aruba,2020-12-25,Basic,50397.55
1255,Jennifer Martinez MD,brittany39@example.org,Finland,2023-07-29,Premium,69228.1
1256,Richard Johnston,buckjustin@example.com,Argentina,2024-02-12,Standard,10101.7
1257,Tamara Williams,jonescody@example.com,Saint Kitts and Nevis,2016-02-03,Basic,52470.31
1258,Evan Reed,hawkinslawrence@example.net,Australia,2022-12-19,Standard,51414.73
1259,Michael Gibson,cameronsharon@example.org,Antarctica (the territory South of 60 deg S),2025-08-16,Basic,35423.3
1260,Roger Taylor,michelle63@example.org,Benin,2021-12-01,Standard,64616.95
1261,Steven Wood,villamiranda@example.com,Turks and Caicos Islands,2017-01-21,Standard,27417.84
1262,Ashley Valentine,bakerhailey@example.com,Faroe Islands,2023-11-05,Standard,49972.25
1263,Tammy Silva,martinezmichelle@example.net,Tuvalu,2020-06-19,Basic,24525.89
1264,Stephanie Walsh,boydjohn@example.com,Panama,2018-12-10,Premium,35781.24
1265,Douglas Barton MD,bakerkenneth@example.org,Guinea,2018-03-02,Standard,63471.03
1266,Shelley Keller,heatherjones@example.com,Bahamas,2016-06-05,Basic,45431.91
1267,Michael Mcdonald,glopez@example.com,Cote d'Ivoire,2023-01-04,Standard,30575.03
1268,Pam Palmer,kathleen47@example.net,Cape Verde,2022-04-14,Basic,24608.76
1269,Ashley Anderson,paul79@example.net,Cook Islands,2020-03-03,Premium,22833.33
1270,Chelsea Ramirez,ginalynn@example.net,Oman,2021-12-18,Standard,31154.78
1271,Joel Rodriguez,allenpatricia@example.org,Ethiopia,2020-05-29,Standard,12136.77
1272,Matthew Chavez,david81@example.com,Jersey,2024-02-16,Standard,25718.38
1273,James Jordan,brian45@example.org,Australia,2025-12-28,Standard,32478.35
1274,Monique Henderson,jaime29@example.com,Marshall Islands,2021-02-08,Standard,59102.68
1275,Kelly Rodriguez,lucassusan@example.org,Brazil,2022-07-05,Standard,13188.14
1276,Andrew Adams,pateljoshua@example.net,Reunion,2021-06-09,Premium,69832.03
1277,Jenna Garcia,tyler23@example.com,Northern Mariana Islands,2021-09-07,Basic,8795.63
1278,Kyle Gross,lopezrebecca@example.net,Lesotho,2024-03-21,Standard,41742.81
1279,Sarah Watts,lesliejones@example.org,Grenada,2019-07-21,Standard,23275.67
1280,Brenda Smith,bpatterson@example.org,Estonia,2024-02-17,Premium,8378.66
1281,Carolyn Wolf,wheelertara@example.net,Afghanistan,2018-09-03,Standard,61534.96
1282,David Rodriguez PhD,mary88@example.org,Saudi Arabia,2016-01-06,Standard,49597.32
1283,Brandon Torres,shaun58@example.com,Panama,2021-07-06,Standard,10634.03
1284,Mr. Adam Gomez,patricia97@example.org,Faroe Islands,2015-01-01,Basic,47800.93
1285,Monica Smith,qchase@example.org,Guinea-Bissau,2020-01-30,Basic,49650.88
1286,Mr. Patrick Mcpherson MD,leestephanie@example.net,Botswana,2021-06-25,Standard,29401.2
1287,Sherry Shelton,harcher@example.org,Estonia,2024-11-02,Standard,15623.21
1288,Hannah Rivera,rlandry@example.com,Comoros,2025-03-29,Standard,42878.16
1289,Joseph Cooper,hamiltonspencer@example.com,France,2025-07-03,Standard,68908.0
1290,Adam Ho,stevenhernandez@example.com,Nigeria,2018-11-11,Standard,73697.88
1291,Carla Tucker,marshalexis@example.org,Cuba,2021-11-09,Basic,43808.84
1292,Kevin Brown,adam50@example.org,El Salvador,2016-06-06,Basic,30463.76
1293,Shawn Glover,stephaniereeves@example.org,Saint Martin,2025-02-07,Basic,4915.19
1294,Kevin Miller,antoniofitzpatrick@example.org,Sudan,2022-11-20,Standard,4221.27
1295,Jasmine Ross,orozcosamantha@example.net,Georgia,2016-03-25,Standard,73407.54
1296,Jeffrey Liu,feliciagonzalez@example.org,Israel,2017-08-21,Basic,64959.55
1297,Elizabeth Miller,ygardner@example.com,Bhutan,2022-01-04,Standard,44364.75
1298,Jeremy Edwards,taylor67@example.com,Isle of Man,2019-04-12,Standard,28863.52
1299,Thomas Johnson,idavis@example.net,United States of America,2016-12-11,Standard,16038.4
1300,David Hunt,christineyoder@example.com,Austria,2019-04-25,Standard,14319.96
1301,Jenna Powell,fordkathryn@example.net,Kuwait,2019-09-05,Basic,27181.52
1302,Angela Nelson,cookconnor@example.com,Mongolia,2022-07-07,Standard,74809.84
1303,Mr. Antonio Yang,mileszachary@example.net,Saint Vincent and the Grenadines,2022-04-09,Premium,1117.31
1304,Brandy Jacobson,kevincollins@example.org,Sri Lanka,2020-06-16,Premium,54170.11
1305,Mr. Brian Smith,meyerjohn@example.org,Lebanon,2016-07-10,Standard,73129.38
1306,Jonathan Myers,evanstimothy@example.org,Svalbard & Jan Mayen Islands,2019-08-31,Premium,48257.66
1307,Ryan Green,nvillarreal@example.org,Jersey,2022-10-19,Basic,67045.29
1308,Alex Thomas,georgeharmon@example.net,Cook Islands,2017-01-06,Standard,32071.39
1309,Dylan Contreras,rrichardson@example.com,Hungary,2024-03-13,Standard,31953.32
1310,Ashley Butler,shernandez@example.com,British Indian Ocean Territory (Chagos Archipelago),2017-01-31,Standard,26809.22
1311,Alexandra Turner,wwilliams@example.org,Lao People's Democratic Republic,2020-08-02,Standard,805.39
1312,Judy Smith,michaelfoley@example.net,Cote d'Ivoire,2020-08-17,Basic,17947.06
1313,Michael Myers,thompsonedward@example.net,Saint Helena,2021-06-18,Standard,69510.69
1314,Julia Trevino,joshuafarmer@example.com,Uzbekistan,2021-05-16,Standard,73372.95
1315,Thomas Brewer,mestes@example.net,Cocos (Keeling) Islands,2021-07-04,Standard,27801.25
1316,Tammy Rowe,david59@example.net,Guernsey,2016-08-04,Standard,51864.67
1317,Sandra Jones,christianerik@example.org,Papua New Guinea,2024-08-20,Basic,39599.0
1318,Timothy Alvarez,tinastokes@example.net,South Africa,2020-03-19,Basic,58470.52
1319,Steven Thompson,acampos@example.org,Bahamas,2021-11-03,Standard,39370.92
1320,Ashley Bradford,alexandernicholas@example.net,Tajikistan,2023-04-26,Premium,35565.76
1321,Christopher Rodriguez,ogray@example.net,Moldova,2022-09-02,Standard,50236.61
1322,David Kim,jeremiah26@example.net,Sudan,2018-07-03,Standard,59907.84
1323,Angelica Johnson,harrislisa@example.org,Guyana,2020-12-31,Standard,67793.0
1324,Laura Lin,jacob87@example.org,Syrian Arab Republic,2020-09-30,Basic,35297.94
1325,Ronald Mason,christine82@example.org,Kazakhstan,2018-09-19,Basic,43153.91
1326,James Jones,martinezzachary@example.org,British Indian Ocean Territory (Chagos Archipelago),2023-12-14,Standard,72053.45
1327,Mr. Joshua Johnson PhD,sandra46@example.net,Guinea-Bissau,2022-10-17,Standard,12771.24
1328,Seth Donaldson,fergusonjohn@example.net,Venezuela,2023-02-25,Basic,56269.54
1329,Emily Montgomery,aguilarsharon@example.com,Palau,2022-01-21,Basic,19718.12
1330,George Green,pamela02@example.org,Mexico,2015-07-31,Standard,12888.67
1331,Erin Todd,youngcharles@example.net,United Kingdom,2023-04-09,Standard,22058.55
1332,Sandy Aguirre,tina69@example.net,New Zealand,2015-12-04,Standard,21689.47
1333,Stacy Mendoza,josephwilliams@example.org,Luxembourg,2023-10-16,Premium,5995.45
1334,Marie Reynolds,kimberly30@example.org,Anguilla,2018-02-24,Standard,10157.27
1335,Roberta Ferguson,vfleming@example.org,Micronesia,2023-04-25,Standard,19457.44
1336,Mr. James Martinez,hdunn@example.com,British Indian Ocean Territory (Chagos Archipelago),2021-08-20,Premium,13302.39
1337,Vickie Richardson,matthewhull@example.org,Djibouti,2019-02-23,Basic,49521.88
1338,Adam Gutierrez,ritteralexis@example.net,Egypt,2022-11-10,Basic,19778.63
1339,Angela Martinez,justinedwards@example.net,Palau,2020-11-30,Standard,13765.49
1340,Yolanda Anderson,hmendoza@example.net,Belarus,2015-12-12,Basic,25877.89
1341,Todd Harris,priscilla37@example.net,Gabon,2024-03-19,Basic,44766.92
1342,Penny Carter,alisonadams@example.net,Mauritius,2019-08-19,Standard,37322.13
1343,Amy Mccullough,nramirez@example.org,Tajikistan,2019-12-08,Basic,18036.57
1344,Crystal Harmon,davidhardy@example.org,Argentina,2021-06-24,Basic,12754.42
1345,Melissa Santos,bbenton@example.com,Taiwan,2022-03-15,Basic,26044.41
1346,Donald Cruz,brownmelissa@example.com,Lithuania,2015-08-04,Standard,61509.94
1347,James Wallace,jamielopez@example.com,Martinique,2018-05-19,Standard,30056.17
1348,Eric Weaver,sharon95@example.com,Sudan,2025-05-06,Standard,71131.82
1349,Claire Johnson,yglenn@example.net,Vanuatu,2022-11-30,Standard,28640.11
1350,Amy Rodriguez,rfarley@example.com,Togo,2020-12-12,Standard,19881.23
1351,Kimberly Coleman DDS,francisco67@example.net,Uzbekistan,2025-05-25,Basic,1136.76
1352,Terry Campbell,christopher38@example.com,Guadeloupe,2018-07-17,Basic,28804.81
1353,Amanda Hill,donna90@example.org,Gambia,2015-06-18,Basic,51295.0
1354,Erica Baker,scottsmith@example.org,Lao People's Democratic Republic,2018-12-20,Premium,39964.18
1355,Ian Little,rickyriley@example.org,Falkland Islands (Malvinas),2025-04-18,Basic,32525.99
1356,Kristen Ashley,xwhite@example.com,Eritrea,2018-01-12,Standard,20626.15
1357,Bethany Mccoy,monicadouglas@example.org,Brazil,2022-05-04,Standard,7596.19
1358,Cathy Hunter,criley@example.net,Saint Barthelemy,2022-07-28,Standard,34717.87
1359,Trevor Braun,allen58@example.net,Aruba,2021-08-08,Basic,55139.93
1360,Hannah Jones,ewilson@example.org,Costa Rica,2022-08-07,Basic,39116.44
1361,Jacob Carson,bjones@example.com,Cambodia,2021-02-21,Standard,13698.77
1362,Lawrence Ward,xmerritt@example.com,Western Sahara,2015-10-06,Premium,883.59
1363,Lisa Martin,carteredward@example.net,Anguilla,2016-03-01,Premium,7552.98
1364,Daniel Edwards,shelby69@example.org,Palestinian Territory,2023-02-18,Standard,26525.85
1365,Jane Cuevas,friedmansusan@example.org,Mongolia,2015-04-08,Standard,14682.69
1366,Laura Kelley,hryan@example.net,South Georgia and the South Sandwich Islands,2021-08-30,Standard,4501.92
1367,John Warren,mstewart@example.net,French Polynesia,2025-08-29,Standard,62700.57
1368,Erin Lloyd,jerry51@example.net,Dominican Republic,2025-09-28,Standard,9353.81
1369,Tyler Ortiz,bellwilliam@example.com,Palau,2016-06-16,Premium,64268.95
1370,Mr. Richard Hall,sarasanchez@example.com,Peru,2022-04-07,Standard,57348.37
1371,Brenda Green,matthew11@example.com,Italy,2025-01-18,Standard,72545.62
1372,Brittany Snyder,rachelwalter@example.org,Chad,2018-04-21,Premium,14023.66
1373,Dennis Spencer,inewton@example.org,Syrian Arab Republic,2022-03-01,Standard,70229.61
1374,Michael Fritz,zacharymoreno@example.com,United Kingdom,2023-08-18,Standard,74644.74
1375,Cameron Terry,jenniferwilson@example.com,Nauru,2023-08-20,Standard,67778.51
